PersonId,MetricDate,Total Copilot actions taken,Total Copilot active days,Total Copilot enabled days,Copilot assisted hours,Intelligent recap actions taken,Organization,FunctionType,Region,Copilot actions taken in Word,Copilot actions taken in Excel,Copilot actions taken in Teams,Copilot actions taken in Outlook,Copilot actions taken in PowerPoint,Copilot actions taken in OneNote
P00003,2026-03-15 00:00:00,1,1,5,0.21,0,Contoso Ltd,Operations,North America,0,0,0,1,0,0
P00003,2026-03-22 00:00:00,0,0,5,0,0,Contoso Ltd,Operations,North America,0,0,0,0,0,0
P00003,2026-03-29 00:00:00,0,0,5,0,0,Contoso Ltd,Operations,North America,0,0,0,0,0,0
P00003,2026-04-05 00:00:00,0,0,5,0,0,Contoso Ltd,Operations,North America,0,0,0,0,0,0
P00003,2026-04-12 00:00:00,1,1,5,1.39,1,Contoso Ltd,Operations,North America,0,0,0,0,1,0
P00003,2026-04-19 00:00:00,1,1,5,0.69,0,Contoso Ltd,Operations,North America,0,0,0,0,0,1
P00003,2026-04-26 00:00:00,0,0,5,0,0,Contoso Ltd,Operations,North America,0,0,0,0,0,0
P00003,2026-05-03 00:00:00,0,0,5,0,0,Contoso Ltd,Operations,North America,0,0,0,0,0,0
P00003,2026-05-10 00:00:00,0,0,5,0,0,Contoso Ltd,Operations,North America,0,0,0,0,0,0
P00003,2026-05-17 00:00:00,0,0,5,0,0,Contoso Ltd,Operations,North America,0,0,0,0,0,0
P00003,2026-05-24 00:00:00,0,0,5,0,0,Contoso Ltd,Operations,North America,0,0,0,0,0,0
P00003,2026-05-31 00:00:00,0,0,5,0,0,Contoso Ltd,Operations,North America,0,0,0,0,0,0
P00004,2026-03-01 00:00:00,0,0,5,0,0,Contoso Ltd,Sales,North America,0,0,0,0,0,0
P00004,2026-03-08 00:00:00,3,1,5,1.08,0,Contoso Ltd,Sales,North America,0,0,1,1,1,0
P00004,2026-03-15 00:00:00,3,1,5,1.57,0,Contoso Ltd,Sales,North America,0,0,0,0,1,2
P00004,2026-03-22 00:00:00,5,1,5,1.79,0,Contoso Ltd,Sales,North America,0,1,1,2,1,0
P00004,2026-03-29 00:00:00,0,0,5,0,0,Contoso Ltd,Sales,North America,0,0,0,0,0,0
P00004,2026-04-05 00:00:00,3,1,5,1.47,0,Contoso Ltd,Sales,North America,1,0,0,0,0,2
P00004,2026-04-12 00:00:00,9,3,5,1.89,0,Contoso Ltd,Sales,North America,2,1,3,2,1,0
P00004,2026-04-19 00:00:00,6,2,5,1.93,0,Contoso Ltd,Sales,North America,2,1,1,1,1,0
P00004,2026-04-26 00:00:00,0,0,5,0,0,Contoso Ltd,Sales,North America,0,0,0,0,0,0
P00004,2026-05-03 00:00:00,6,1,5,0.83,0,Contoso Ltd,Sales,North America,1,0,1,1,2,1
P00004,2026-05-10 00:00:00,7,2,5,1.32,0,Contoso Ltd,Sales,North America,1,0,2,1,1,2
P00004,2026-05-17 00:00:00,10,2,5,2.3,1,Contoso Ltd,Sales,North America,3,2,3,1,1,0
P00004,2026-05-24 00:00:00,0,0,5,0,0,Contoso Ltd,Sales,North America,0,0,0,0,0,0
P00004,2026-05-31 00:00:00,6,2,5,1.64,0,Contoso Ltd,Sales,North America,1,0,2,2,1,0
P00005,2026-03-01 00:00:00,18,5,5,3.17,2,Contoso Ltd,Marketing,North America,5,0,6,2,0,5
P00005,2026-03-08 00:00:00,18,5,5,2.23,1,Contoso Ltd,Marketing,North America,5,1,6,2,0,4
P00005,2026-03-15 00:00:00,16,4,5,3.06,2,Contoso Ltd,Marketing,North America,5,1,5,1,1,3
P00005,2026-03-22 00:00:00,25,5,5,4.33,2,Contoso Ltd,Marketing,North America,7,2,7,2,2,5
P00005,2026-03-29 00:00:00,33,5,5,4.87,2,Contoso Ltd,Marketing,North America,9,1,9,4,0,10
P00005,2026-04-05 00:00:00,30,5,5,4.59,2,Contoso Ltd,Marketing,North America,9,1,9,3,1,7
P00005,2026-04-12 00:00:00,29,5,5,4.2,2,Contoso Ltd,Marketing,North America,9,1,8,2,1,8
P00005,2026-04-19 00:00:00,28,5,5,4.7,2,Contoso Ltd,Marketing,North America,9,1,8,3,1,6
P00005,2026-04-26 00:00:00,35,5,5,5.05,3,Contoso Ltd,Marketing,North America,11,2,11,4,1,6
P00005,2026-05-03 00:00:00,23,5,5,2.85,1,Contoso Ltd,Marketing,North America,7,2,6,3,0,5
P00005,2026-05-10 00:00:00,30,5,5,3.65,3,Contoso Ltd,Marketing,North America,8,1,7,2,2,10
P00005,2026-05-17 00:00:00,43,5,5,5.41,4,Contoso Ltd,Marketing,North America,13,2,13,4,1,10
P00005,2026-05-24 00:00:00,33,5,5,5.05,2,Contoso Ltd,Marketing,North America,10,1,9,3,1,9
P00005,2026-05-31 00:00:00,27,5,5,4.29,1,Contoso Ltd,Marketing,North America,7,1,8,2,1,8
P00006,2026-03-01 00:00:00,0,0,5,0,0,Contoso Ltd,Customer Success,LATAM,0,0,0,0,0,0
P00006,2026-03-08 00:00:00,3,1,5,1.66,1,Contoso Ltd,Customer Success,LATAM,0,1,1,0,1,0
P00006,2026-03-15 00:00:00,5,1,5,1.2,1,Contoso Ltd,Customer Success,LATAM,0,2,0,0,1,2
P00006,2026-03-22 00:00:00,4,1,5,1.67,0,Contoso Ltd,Customer Success,LATAM,1,2,0,1,0,0
P00006,2026-03-29 00:00:00,4,1,5,1.57,1,Contoso Ltd,Customer Success,LATAM,0,1,0,1,1,1
P00006,2026-04-05 00:00:00,6,1,5,0.8,1,Contoso Ltd,Customer Success,LATAM,0,2,0,0,1,3
P00006,2026-04-12 00:00:00,4,1,5,0.57,0,Contoso Ltd,Customer Success,LATAM,0,1,0,0,1,2
P00006,2026-04-19 00:00:00,7,2,5,1.86,1,Contoso Ltd,Customer Success,LATAM,1,1,0,0,2,3
P00006,2026-04-26 00:00:00,4,1,5,0.62,1,Contoso Ltd,Customer Success,LATAM,0,1,1,0,1,1
P00006,2026-05-03 00:00:00,8,2,5,1.94,0,Contoso Ltd,Customer Success,LATAM,0,3,0,0,2,3
P00006,2026-05-10 00:00:00,9,2,5,2.49,2,Contoso Ltd,Customer Success,LATAM,0,2,0,1,3,3
P00006,2026-05-17 00:00:00,6,1,5,1.5,0,Contoso Ltd,Customer Success,LATAM,0,4,0,1,1,0
P00006,2026-05-24 00:00:00,5,1,5,1.32,0,Contoso Ltd,Customer Success,LATAM,0,2,0,1,1,1
P00006,2026-05-31 00:00:00,4,1,5,1.26,0,Contoso Ltd,Customer Success,LATAM,0,2,0,0,1,1
P00007,2026-03-01 00:00:00,10,2,5,2.56,1,Contoso Ltd,Operations,APAC,0,4,0,2,2,2
P00007,2026-03-08 00:00:00,8,2,5,1.92,0,Contoso Ltd,Operations,APAC,0,3,1,3,1,0
P00007,2026-03-15 00:00:00,9,2,5,2.17,1,Contoso Ltd,Operations,APAC,0,3,2,2,1,1
P00007,2026-03-22 00:00:00,10,3,5,1.83,1,Contoso Ltd,Operations,APAC,0,3,1,3,2,1
P00007,2026-03-29 00:00:00,10,2,5,1.49,0,Contoso Ltd,Operations,APAC,1,4,1,3,1,0
P00007,2026-04-05 00:00:00,12,3,5,2.92,2,Contoso Ltd,Operations,APAC,0,5,2,3,2,0
P00007,2026-04-12 00:00:00,9,2,5,1.76,2,Contoso Ltd,Operations,APAC,1,4,1,2,1,0
P00007,2026-04-19 00:00:00,9,2,5,1.72,0,Contoso Ltd,Operations,APAC,1,4,1,2,0,1
P00007,2026-04-26 00:00:00,19,4,5,2.29,1,Contoso Ltd,Operations,APAC,1,6,3,5,4,0
P00007,2026-05-03 00:00:00,18,4,5,2.23,2,Contoso Ltd,Operations,APAC,0,6,2,4,4,2
P00007,2026-05-10 00:00:00,23,5,5,3.01,3,Contoso Ltd,Operations,APAC,2,8,3,6,4,0
P00007,2026-05-17 00:00:00,7,2,5,1.02,0,Contoso Ltd,Operations,APAC,0,2,1,2,1,1
P00007,2026-05-24 00:00:00,16,4,5,1.99,1,Contoso Ltd,Operations,APAC,1,6,2,5,2,0
P00007,2026-05-31 00:00:00,16,4,5,2.55,2,Contoso Ltd,Operations,APAC,1,5,1,4,3,2
P00008,2026-03-01 00:00:00,0,0,5,0,0,Contoso Ltd,Sales,EMEA,0,0,0,0,0,0
P00008,2026-03-08 00:00:00,0,0,5,0,0,Contoso Ltd,Sales,EMEA,0,0,0,0,0,0
P00008,2026-03-15 00:00:00,0,0,5,0,0,Contoso Ltd,Sales,EMEA,0,0,0,0,0,0
P00008,2026-03-22 00:00:00,1,1,5,0.66,0,Contoso Ltd,Sales,EMEA,0,0,0,0,0,1
P00008,2026-03-29 00:00:00,0,0,5,0,0,Contoso Ltd,Sales,EMEA,0,0,0,0,0,0
P00008,2026-04-05 00:00:00,0,0,5,0,0,Contoso Ltd,Sales,EMEA,0,0,0,0,0,0
P00008,2026-04-12 00:00:00,0,0,5,0,0,Contoso Ltd,Sales,EMEA,0,0,0,0,0,0
P00008,2026-04-19 00:00:00,1,1,5,1.21,1,Contoso Ltd,Sales,EMEA,0,0,1,0,0,0
P00008,2026-04-26 00:00:00,1,1,5,1.14,0,Contoso Ltd,Sales,EMEA,0,0,1,0,0,0
P00008,2026-05-03 00:00:00,1,1,5,1.46,0,Contoso Ltd,Sales,EMEA,0,0,0,0,0,1
P00008,2026-05-10 00:00:00,1,1,5,0.84,0,Contoso Ltd,Sales,EMEA,0,1,0,0,0,0
P00008,2026-05-17 00:00:00,0,0,5,0,0,Contoso Ltd,Sales,EMEA,0,0,0,0,0,0
P00008,2026-05-24 00:00:00,0,0,5,0,0,Contoso Ltd,Sales,EMEA,0,0,0,0,0,0
P00008,2026-05-31 00:00:00,0,0,5,0,0,Contoso Ltd,Sales,EMEA,0,0,0,0,0,0
P00009,2026-03-01 00:00:00,0,0,5,0,0,Contoso Ltd,Engineering,APAC,0,0,0,0,0,0
P00009,2026-03-08 00:00:00,1,1,5,1.44,0,Contoso Ltd,Engineering,APAC,0,0,0,0,0,1
P00009,2026-03-15 00:00:00,0,0,5,0,0,Contoso Ltd,Engineering,APAC,0,0,0,0,0,0
P00009,2026-03-22 00:00:00,1,1,5,1.24,0,Contoso Ltd,Engineering,APAC,0,1,0,0,0,0
P00009,2026-03-29 00:00:00,0,0,5,0,0,Contoso Ltd,Engineering,APAC,0,0,0,0,0,0
P00009,2026-04-05 00:00:00,0,0,5,0,0,Contoso Ltd,Engineering,APAC,0,0,0,0,0,0
P00009,2026-04-12 00:00:00,0,0,5,0,0,Contoso Ltd,Engineering,APAC,0,0,0,0,0,0
P00009,2026-04-19 00:00:00,0,0,5,0,0,Contoso Ltd,Engineering,APAC,0,0,0,0,0,0
P00009,2026-04-26 00:00:00,0,0,5,0,0,Contoso Ltd,Engineering,APAC,0,0,0,0,0,0
P00009,2026-05-03 00:00:00,1,1,5,0.82,0,Contoso Ltd,Engineering,APAC,0,0,0,0,1,0
P00009,2026-05-10 00:00:00,0,0,5,0,0,Contoso Ltd,Engineering,APAC,0,0,0,0,0,0
P00009,2026-05-17 00:00:00,1,1,5,0.79,0,Contoso Ltd,Engineering,APAC,0,0,0,1,0,0
P00009,2026-05-24 00:00:00,0,0,5,0,0,Contoso Ltd,Engineering,APAC,0,0,0,0,0,0
P00009,2026-05-31 00:00:00,0,0,5,0,0,Contoso Ltd,Engineering,APAC,0,0,0,0,0,0
P00010,2026-03-01 00:00:00,12,3,5,2.78,0,Contoso Ltd,Engineering,North America,0,0,4,3,3,2
P00010,2026-03-08 00:00:00,6,1,5,1.87,0,Contoso Ltd,Engineering,North America,0,0,2,2,2,0
P00010,2026-03-15 00:00:00,14,4,5,2.5,1,Contoso Ltd,Engineering,North America,1,1,5,3,4,0
P00010,2026-03-22 00:00:00,7,2,5,1.13,1,Contoso Ltd,Engineering,North America,1,0,3,2,1,0
P00010,2026-03-29 00:00:00,12,3,5,1.62,1,Contoso Ltd,Engineering,North America,1,0,4,3,3,1
P00010,2026-04-05 00:00:00,13,3,5,2.21,0,Contoso Ltd,Engineering,North America,0,1,3,3,3,3
P00010,2026-04-12 00:00:00,14,4,5,2.16,1,Contoso Ltd,Engineering,North America,1,0,4,3,3,3
P00010,2026-04-19 00:00:00,17,4,5,3.25,2,Contoso Ltd,Engineering,North America,2,1,5,5,4,0
P00010,2026-04-26 00:00:00,13,3,5,1.87,2,Contoso Ltd,Engineering,North America,1,0,5,3,3,1
P00010,2026-05-03 00:00:00,7,2,5,1.8,0,Contoso Ltd,Engineering,North America,0,0,2,3,1,1
P00010,2026-05-10 00:00:00,13,4,5,2.19,0,Contoso Ltd,Engineering,North America,1,0,4,4,4,0
P00010,2026-05-17 00:00:00,17,5,5,3.07,1,Contoso Ltd,Engineering,North America,1,1,5,4,4,2
P00010,2026-05-24 00:00:00,13,3,5,1.9,1,Contoso Ltd,Engineering,North America,1,0,4,3,3,2
P00010,2026-05-31 00:00:00,5,1,5,1.22,1,Contoso Ltd,Engineering,North America,0,0,2,1,1,1
P00011,2026-03-01 00:00:00,30,5,5,4.55,2,Contoso Ltd,Sales,APAC,4,7,0,7,2,10
P00011,2026-03-08 00:00:00,32,5,5,5.32,4,Contoso Ltd,Sales,APAC,5,8,0,9,2,8
P00011,2026-03-15 00:00:00,23,5,5,3.46,2,Contoso Ltd,Sales,APAC,3,6,1,6,1,6
P00011,2026-03-22 00:00:00,16,4,5,3.1,1,Contoso Ltd,Sales,APAC,2,4,0,5,1,4
P00011,2026-03-29 00:00:00,26,5,5,3.64,2,Contoso Ltd,Sales,APAC,4,6,0,7,2,7
P00011,2026-04-05 00:00:00,23,5,5,3.89,2,Contoso Ltd,Sales,APAC,3,5,1,5,0,9
P00011,2026-04-12 00:00:00,27,5,5,4.43,2,Contoso Ltd,Sales,APAC,4,7,1,7,0,8
P00011,2026-04-19 00:00:00,27,5,5,3.97,2,Contoso Ltd,Sales,APAC,4,6,1,8,2,6
P00011,2026-04-26 00:00:00,29,5,5,4.42,2,Contoso Ltd,Sales,APAC,4,8,1,7,2,7
P00011,2026-05-03 00:00:00,18,4,5,3.39,2,Contoso Ltd,Sales,APAC,3,5,1,5,1,3
P00011,2026-05-10 00:00:00,32,5,5,5.21,3,Contoso Ltd,Sales,APAC,4,8,0,9,1,10
P00011,2026-05-17 00:00:00,10,3,5,1.29,1,Contoso Ltd,Sales,APAC,1,3,0,2,0,4
P00011,2026-05-24 00:00:00,28,5,5,3.93,2,Contoso Ltd,Sales,APAC,4,7,1,8,1,7
P00011,2026-05-31 00:00:00,22,5,5,3.59,1,Contoso Ltd,Sales,APAC,4,6,0,5,0,7
P00012,2026-03-01 00:00:00,0,0,5,0,0,Contoso Ltd,Operations,APAC,0,0,0,0,0,0
P00012,2026-03-08 00:00:00,0,0,5,0,0,Contoso Ltd,Operations,APAC,0,0,0,0,0,0
P00012,2026-03-15 00:00:00,0,0,5,0,0,Contoso Ltd,Operations,APAC,0,0,0,0,0,0
P00012,2026-03-22 00:00:00,0,0,5,0,0,Contoso Ltd,Operations,APAC,0,0,0,0,0,0
P00012,2026-03-29 00:00:00,0,0,5,0,0,Contoso Ltd,Operations,APAC,0,0,0,0,0,0
P00012,2026-04-05 00:00:00,0,0,5,0,0,Contoso Ltd,Operations,APAC,0,0,0,0,0,0
P00012,2026-04-12 00:00:00,0,0,5,0,0,Contoso Ltd,Operations,APAC,0,0,0,0,0,0
P00012,2026-04-19 00:00:00,0,0,5,0,0,Contoso Ltd,Operations,APAC,0,0,0,0,0,0
P00012,2026-04-26 00:00:00,0,0,5,0,0,Contoso Ltd,Operations,APAC,0,0,0,0,0,0
P00012,2026-05-03 00:00:00,0,0,5,0,0,Contoso Ltd,Operations,APAC,0,0,0,0,0,0
P00012,2026-05-10 00:00:00,0,0,5,0,0,Contoso Ltd,Operations,APAC,0,0,0,0,0,0
P00012,2026-05-17 00:00:00,0,0,5,0,0,Contoso Ltd,Operations,APAC,0,0,0,0,0,0
P00012,2026-05-24 00:00:00,0,0,5,0,0,Contoso Ltd,Operations,APAC,0,0,0,0,0,0
P00012,2026-05-31 00:00:00,0,0,5,0,0,Contoso Ltd,Operations,APAC,0,0,0,0,0,0
P00013,2026-03-01 00:00:00,1,1,5,0.29,0,Contoso Ltd,Customer Success,LATAM,0,0,1,0,0,0
P00013,2026-03-08 00:00:00,1,1,5,1.13,0,Contoso Ltd,Customer Success,LATAM,1,0,0,0,0,0
P00013,2026-03-15 00:00:00,0,0,5,0,0,Contoso Ltd,Customer Success,LATAM,0,0,0,0,0,0
P00013,2026-03-22 00:00:00,0,0,5,0,0,Contoso Ltd,Customer Success,LATAM,0,0,0,0,0,0
P00013,2026-03-29 00:00:00,0,0,5,0,0,Contoso Ltd,Customer Success,LATAM,0,0,0,0,0,0
P00013,2026-04-05 00:00:00,1,1,5,0.97,1,Contoso Ltd,Customer Success,LATAM,0,0,1,0,0,0
P00013,2026-04-12 00:00:00,0,0,5,0,0,Contoso Ltd,Customer Success,LATAM,0,0,0,0,0,0
P00013,2026-04-19 00:00:00,1,1,5,0.84,0,Contoso Ltd,Customer Success,LATAM,0,0,0,0,0,1
P00013,2026-04-26 00:00:00,1,1,5,1.22,1,Contoso Ltd,Customer Success,LATAM,0,0,1,0,0,0
P00013,2026-05-03 00:00:00,0,0,5,0,0,Contoso Ltd,Customer Success,LATAM,0,0,0,0,0,0
P00013,2026-05-10 00:00:00,0,0,5,0,0,Contoso Ltd,Customer Success,LATAM,0,0,0,0,0,0
P00013,2026-05-17 00:00:00,0,0,5,0,0,Contoso Ltd,Customer Success,LATAM,0,0,0,0,0,0
P00013,2026-05-24 00:00:00,2,1,5,0.83,0,Contoso Ltd,Customer Success,LATAM,1,0,1,0,0,0
P00013,2026-05-31 00:00:00,0,0,5,0,0,Contoso Ltd,Customer Success,LATAM,0,0,0,0,0,0
P00014,2026-03-01 00:00:00,4,1,5,1.51,0,Contoso Ltd,Finance,North America,1,0,1,2,0,0
P00014,2026-03-08 00:00:00,0,0,5,0,0,Contoso Ltd,Finance,North America,0,0,0,0,0,0
P00014,2026-03-15 00:00:00,0,0,5,0,0,Contoso Ltd,Finance,North America,0,0,0,0,0,0
P00014,2026-03-22 00:00:00,0,0,5,0,0,Contoso Ltd,Finance,North America,0,0,0,0,0,0
P00014,2026-03-29 00:00:00,5,1,5,1.38,1,Contoso Ltd,Finance,North America,1,0,2,1,1,0
P00014,2026-04-05 00:00:00,0,0,5,0,0,Contoso Ltd,Finance,North America,0,0,0,0,0,0
P00014,2026-04-12 00:00:00,8,2,5,1.83,1,Contoso Ltd,Finance,North America,1,1,1,3,1,1
P00014,2026-04-19 00:00:00,5,2,5,0.93,0,Contoso Ltd,Finance,North America,1,0,2,1,1,0
P00014,2026-04-26 00:00:00,8,2,5,1.38,0,Contoso Ltd,Finance,North America,2,1,1,2,1,1
P00014,2026-05-03 00:00:00,5,1,5,1.61,0,Contoso Ltd,Finance,North America,1,0,1,1,1,1
P00014,2026-05-10 00:00:00,6,2,5,0.94,0,Contoso Ltd,Finance,North America,2,2,1,1,0,0
P00014,2026-05-17 00:00:00,7,2,5,2.07,1,Contoso Ltd,Finance,North America,1,0,1,1,1,3
P00014,2026-05-24 00:00:00,7,2,5,1.77,1,Contoso Ltd,Finance,North America,1,1,1,1,1,2
P00014,2026-05-31 00:00:00,8,2,5,0.98,0,Contoso Ltd,Finance,North America,1,1,1,2,1,2
P00015,2026-03-01 00:00:00,5,1,5,1.73,0,Contoso Ltd,Customer Success,APAC,1,1,2,1,0,0
P00015,2026-03-08 00:00:00,3,1,5,0.99,1,Contoso Ltd,Customer Success,APAC,0,0,1,0,0,2
P00015,2026-03-15 00:00:00,2,1,5,1.1,1,Contoso Ltd,Customer Success,APAC,0,0,1,0,1,0
P00015,2026-03-22 00:00:00,6,1,5,0.73,0,Contoso Ltd,Customer Success,APAC,1,0,1,1,1,2
P00015,2026-03-29 00:00:00,0,0,5,0,0,Contoso Ltd,Customer Success,APAC,0,0,0,0,0,0
P00015,2026-04-05 00:00:00,3,1,5,0.75,0,Contoso Ltd,Customer Success,APAC,0,0,0,1,0,2
P00015,2026-04-12 00:00:00,0,0,5,0,0,Contoso Ltd,Customer Success,APAC,0,0,0,0,0,0
P00015,2026-04-19 00:00:00,5,1,5,2.08,0,Contoso Ltd,Customer Success,APAC,0,0,1,1,0,3
P00015,2026-04-26 00:00:00,7,1,5,1.6,1,Contoso Ltd,Customer Success,APAC,1,0,1,1,1,3
P00015,2026-05-03 00:00:00,7,2,5,2.07,0,Contoso Ltd,Customer Success,APAC,1,0,2,1,1,2
P00015,2026-05-10 00:00:00,6,2,5,1.15,0,Contoso Ltd,Customer Success,APAC,1,0,2,1,0,2
P00015,2026-05-17 00:00:00,7,2,5,1.62,1,Contoso Ltd,Customer Success,APAC,2,0,2,1,0,2
P00015,2026-05-24 00:00:00,6,1,5,1.13,1,Contoso Ltd,Customer Success,APAC,0,1,1,2,1,1
P00015,2026-05-31 00:00:00,9,2,5,2.17,0,Contoso Ltd,Customer Success,APAC,1,0,3,3,2,0
P00016,2026-03-01 00:00:00,0,0,5,0,0,Contoso Ltd,Customer Success,North America,0,0,0,0,0,0
P00016,2026-03-08 00:00:00,0,0,5,0,0,Contoso Ltd,Customer Success,North America,0,0,0,0,0,0
P00016,2026-03-15 00:00:00,1,1,5,0.3,0,Contoso Ltd,Customer Success,North America,0,0,0,0,0,1
P00016,2026-03-22 00:00:00,6,1,5,1.08,0,Contoso Ltd,Customer Success,North America,2,0,0,2,1,1
P00016,2026-03-29 00:00:00,5,1,5,1.65,1,Contoso Ltd,Customer Success,North America,1,0,0,2,1,1
P00016,2026-04-05 00:00:00,4,1,5,1.6,0,Contoso Ltd,Customer Success,North America,1,1,1,1,0,0
P00016,2026-04-12 00:00:00,7,1,5,1.95,1,Contoso Ltd,Customer Success,North America,1,1,1,2,2,0
P00016,2026-04-19 00:00:00,3,1,5,0.54,1,Contoso Ltd,Customer Success,North America,1,0,0,2,0,0
P00016,2026-04-26 00:00:00,7,2,5,2.16,0,Contoso Ltd,Customer Success,North America,1,1,1,3,1,0
P00016,2026-05-03 00:00:00,6,1,5,1.51,0,Contoso Ltd,Customer Success,North America,2,1,1,2,0,0
P00016,2026-05-10 00:00:00,6,1,5,0.73,1,Contoso Ltd,Customer Success,North America,1,0,1,2,2,0
P00016,2026-05-17 00:00:00,6,1,5,2.16,0,Contoso Ltd,Customer Success,North America,1,0,1,2,1,1
P00016,2026-05-24 00:00:00,6,2,5,1.75,1,Contoso Ltd,Customer Success,North America,2,0,1,1,2,0
P00016,2026-05-31 00:00:00,7,2,5,1.55,1,Contoso Ltd,Customer Success,North America,1,2,1,2,1,0
P00017,2026-03-01 00:00:00,19,5,5,2.35,2,Contoso Ltd,Marketing,APAC,3,3,2,6,0,5
P00017,2026-03-08 00:00:00,21,5,5,3.06,1,Contoso Ltd,Marketing,APAC,3,3,3,5,1,6
P00017,2026-03-15 00:00:00,17,4,5,3.51,1,Contoso Ltd,Marketing,APAC,2,3,1,5,0,6
P00017,2026-03-22 00:00:00,25,5,5,4.43,2,Contoso Ltd,Marketing,APAC,3,4,3,6,0,9
P00017,2026-03-29 00:00:00,27,5,5,4.22,2,Contoso Ltd,Marketing,APAC,4,3,2,8,0,10
P00017,2026-04-05 00:00:00,12,3,5,2.12,1,Contoso Ltd,Marketing,APAC,3,2,2,3,1,1
P00017,2026-04-12 00:00:00,27,5,5,4.65,2,Contoso Ltd,Marketing,APAC,4,4,3,7,0,9
P00017,2026-04-19 00:00:00,28,5,5,4.76,2,Contoso Ltd,Marketing,APAC,4,4,3,8,1,8
P00017,2026-04-26 00:00:00,29,5,5,4.78,2,Contoso Ltd,Marketing,APAC,3,4,4,8,1,9
P00017,2026-05-03 00:00:00,40,5,5,5.48,3,Contoso Ltd,Marketing,APAC,5,5,5,10,0,15
P00017,2026-05-10 00:00:00,26,5,5,3.74,2,Contoso Ltd,Marketing,APAC,4,4,2,7,0,9
P00017,2026-05-17 00:00:00,35,5,5,4.94,3,Contoso Ltd,Marketing,APAC,5,5,3,9,0,13
