PersonId,MetricDate,Total Copilot actions taken,Total Copilot active days,Total Copilot enabled days,Copilot assisted hours,Intelligent recap actions taken,Organization,FunctionType,Region,Copilot actions taken in Word,Copilot actions taken in Excel,Copilot actions taken in Teams,Copilot actions taken in Outlook,Copilot actions taken in PowerPoint,Copilot actions taken in OneNote
P3,2025-03-10 00:00:00,4,2,5,0.5,0,Contoso Ltd,Marketing,North America,2,1,1,0,0,0
P3,2025-03-17 00:00:00,4,2,5,0.5,0,Contoso Ltd,Marketing,North America,2,1,1,0,0,0
P3,2025-03-24 00:00:00,4,2,5,0.5,0,Contoso Ltd,Marketing,North America,2,1,1,0,0,0
P4,2025-01-06 00:00:00,0,0,5,0,0,Contoso Ltd,Sales,North America,0,0,0,0,0,0
P4,2025-01-13 00:00:00,0,0,5,0,0,Contoso Ltd,Sales,North America,0,0,0,0,0,0
P4,2025-01-20 00:00:00,0,0,5,0,0,Contoso Ltd,Sales,North America,0,0,0,0,0,0
P4,2025-01-27 00:00:00,0,0,5,0,0,Contoso Ltd,Sales,North America,0,0,0,0,0,0
P4,2025-02-03 00:00:00,0,0,5,0,0,Contoso Ltd,Sales,North America,0,0,0,0,0,0
P4,2025-02-10 00:00:00,6,1,5,0.5,0,Contoso Ltd,Sales,North America,3,1,2,0,0,0
P4,2025-02-17 00:00:00,0,0,5,0,0,Contoso Ltd,Sales,North America,0,0,0,0,0,0
P4,2025-02-24 00:00:00,0,0,5,0,0,Contoso Ltd,Sales,North America,0,0,0,0,0,0
P4,2025-03-03 00:00:00,0,0,5,0,0,Contoso Ltd,Sales,North America,0,0,0,0,0,0
P4,2025-03-10 00:00:00,0,0,5,0,0,Contoso Ltd,Sales,North America,0,0,0,0,0,0
P4,2025-03-17 00:00:00,0,0,5,0,0,Contoso Ltd,Sales,North America,0,0,0,0,0,0
P4,2025-03-24 00:00:00,0,0,5,0,0,Contoso Ltd,Sales,North America,0,0,0,0,0,0
P5,2025-01-06 00:00:00,0,0,5,0,0,Contoso Ltd,Engineering,North America,0,0,0,0,0,0
P5,2025-01-13 00:00:00,0,0,5,0,0,Contoso Ltd,Engineering,North America,0,0,0,0,0,0
P5,2025-01-20 00:00:00,0,0,5,0,0,Contoso Ltd,Engineering,North America,0,0,0,0,0,0
P5,2025-01-27 00:00:00,0,0,5,0,0,Contoso Ltd,Engineering,North America,0,0,0,0,0,0
P5,2025-02-03 00:00:00,0,0,5,0,0,Contoso Ltd,Engineering,North America,0,0,0,0,0,0
P5,2025-02-10 00:00:00,0,0,5,0,0,Contoso Ltd,Engineering,North America,0,0,0,0,0,0
P5,2025-02-17 00:00:00,0,0,5,0,0,Contoso Ltd,Engineering,North America,0,0,0,0,0,0
P5,2025-02-24 00:00:00,0,0,5,0,0,Contoso Ltd,Engineering,North America,0,0,0,0,0,0
P5,2025-03-03 00:00:00,0,0,5,0,0,Contoso Ltd,Engineering,North America,0,0,0,0,0,0
P5,2025-03-10 00:00:00,0,0,5,0,0,Contoso Ltd,Engineering,North America,0,0,0,0,0,0
P5,2025-03-17 00:00:00,0,0,5,0,0,Contoso Ltd,Engineering,North America,0,0,0,0,0,0
P5,2025-03-24 00:00:00,0,0,5,0,0,Contoso Ltd,Engineering,North America,0,0,0,0,0,0
P6,2025-01-06 00:00:00,25,5,5,3.5,2,Fabrikam Inc,Engineering,Europe,8,5,6,3,2,1
P6,2025-01-13 00:00:00,25,5,5,3.5,2,Fabrikam Inc,Engineering,Europe,8,5,6,3,2,1
P6,2025-01-20 00:00:00,25,5,5,3.5,2,Fabrikam Inc,Engineering,Europe,8,5,6,3,2,1
P6,2025-01-27 00:00:00,25,5,5,3.5,2,Fabrikam Inc,Engineering,Europe,8,5,6,3,2,1
P6,2025-02-03 00:00:00,25,5,5,3.5,2,Fabrikam Inc,Engineering,Europe,8,5,6,3,2,1
P6,2025-02-10 00:00:00,25,5,5,3.5,2,Fabrikam Inc,Engineering,Europe,8,5,6,3,2,1
P6,2025-02-17 00:00:00,25,5,5,3.5,2,Fabrikam Inc,Engineering,Europe,8,5,6,3,2,1
P6,2025-02-24 00:00:00,25,5,5,3.5,2,Fabrikam Inc,Engineering,Europe,8,5,6,3,2,1
P6,2025-03-03 00:00:00,25,5,5,3.5,2,Fabrikam Inc,Engineering,Europe,8,5,6,3,2,1
P6,2025-03-10 00:00:00,25,5,5,3.5,2,Fabrikam Inc,Engineering,Europe,8,5,6,3,2,1
P6,2025-03-17 00:00:00,25,5,5,3.5,2,Fabrikam Inc,Engineering,Europe,8,5,6,3,2,1
P6,2025-03-24 00:00:00,25,5,5,3.5,2,Fabrikam Inc,Engineering,Europe,8,5,6,3,2,1
